id,message_text,url,url_category,mentioned_brand,domain_owner,semantic_match,overseas_sender,pii_request,label,data_origin,annotation_note
119,[Google] 보안 알림입니다. 계정 설정을 확인하세요.,https://www.google.com/main,official,Google,Google,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
120,CJ대한통운 고객님의 상품이 배송 완료되었습니다.,https://www.cjlogistics.com/notice,official,CJ대한통운,CJ대한통운,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
121,"[신한은행] 125,000원이 입금되었습니다.",,unknown,신한은행,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
122,[NH농협카드] 카드 이용내역을 안내드립니다.,https://www.nonghyup.com/customer,official,NH농협카드,NH농협카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
123,[국세청] 신청하신 민원의 처리 상태를 확인하세요.,https://www.nts.go.kr/mypage,official,국세청,국세청,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
124,[SSG.COM] 주문이 정상적으로 완료되었습니다.,https://www.ssg.com/event,official,SSG.COM,SSG.COM,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
125,지인과 공유한 LINE 링크입니다.,https://www.line.me/guide,messenger,LINE,LY Corporation,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
126,[Microsoft] 새로운 환경에서 로그인되었습니다.,https://www.microsoft.com/main,official,Microsoft,Microsoft,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
127,우체국 상품 배송이 시작되었습니다. 배송 현황을 확인하세요.,https://www.epost.go.kr/notice,official,우체국,우정사업본부,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
128,[NH농협은행] 계좌 이용내역 안내입니다.,https://www.nhbank.com/service,official,NH농협은행,NH농협은행,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
129,"[현대카드] 6,100원 승인 취소되었습니다.",https://www.hyundaicard.com/customer,official,현대카드,현대카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
130,[정부24] 신청 내역 관련 안내입니다.,https://www.gov.kr/mypage,official,정부24,대한민국 정부,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
131,[옥션] 주문 상품이 배송 완료되었습니다.,https://www.auction.co.kr/event,official,옥션,옥션,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
132,지인과 공유한 카카오톡 채널 링크입니다.,https://www.pf.kakao.com/guide,messenger,카카오톡 채널,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
133,[Google] 새로운 환경에서 로그인되었습니다.,https://www.google.com/main,official,Google,Google,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
134,한진택배 배송 예정입니다. 오늘 상품을 받아보실 수 있습니다.,https://www.hanjin.com/notice,official,한진택배,한진,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
135,"[신한은행] 1,230,000원이 입금되었습니다.",https://www.shinhan.com/service,official,신한은행,신한은행,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
136,[우리카드] 카드 이용내역을 안내드립니다.,,unknown,우리카드,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
137,[고용24] 신청 내역 관련 안내입니다.,https://www.work24.go.kr/mypage,official,고용24,고용노동부/한국고용정보원,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
138,[옥션] 주문하신 상품의 배송이 시작되었습니다.,https://www.auction.co.kr/event,official,옥션,옥션,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
139,카카오톡 채널 초대 링크입니다. 대화방에서 확인해주세요.,https://www.pf.kakao.com/guide,messenger,카카오톡 채널,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
140,[Google] 비밀번호가 변경되었습니다.,https://www.google.com/main,official,Google,Google,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
141,롯데택배 등기/택배 접수 및 배송 정보를 안내드립니다.,https://www.lotteglogis.com/notice,official,롯데택배,롯데글로벌로지스,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
142,"[IBK기업은행] 1,230,000원이 입금되었습니다.",,unknown,IBK기업은행,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
143,[KB국민카드] 카드 이용내역을 안내드립니다.,https://www.kbcard.com/customer,official,KB국민카드,KB국민카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
144,[정부24] 신청 내역 관련 안내입니다.,https://www.gov.kr/mypage,official,정부24,대한민국 정부,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
145,[G마켓] 주문이 정상적으로 완료되었습니다.,https://www.gmarket.co.kr/event,official,G마켓,G마켓,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
146,카카오 초대 링크입니다. 대화방에서 확인해주세요.,https://www.kakao.com/guide,official,카카오,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
147,[Microsoft] 보안 알림입니다. 계정 설정을 확인하세요.,https://www.microsoft.com/main,official,Microsoft,Microsoft,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
148,CJ대한통운 등기/택배 접수 및 배송 정보를 안내드립니다.,https://www.cjlogistics.com/notice,official,CJ대한통운,CJ대한통운,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
149,[우리은행] 계좌 이용내역 안내입니다.,https://www.wooribank.com/service,official,우리은행,우리은행,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
150,"[신한카드] 6,100원 승인되었습니다. 가맹점: 음식점",https://www.shinhancard.com/customer,official,신한카드,신한카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
151,[국민연금공단] 신청하신 민원의 처리 상태를 확인하세요.,https://www.nps.or.kr/mypage,official,국민연금공단,국민연금공단,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
152,[SSG.COM] 주문이 정상적으로 완료되었습니다.,https://www.ssg.com/event,official,SSG.COM,SSG.COM,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
153,카카오 오픈채팅 초대 링크입니다. 대화방에서 확인해주세요.,https://www.open.kakao.com/guide,messenger,카카오 오픈채팅,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
154,[Samsung] 보안 알림입니다. 계정 설정을 확인하세요.,https://www.samsung.com/main,official,Samsung,Samsung Electronics,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
155,CJ대한통운 상품 배송이 시작되었습니다. 배송 현황을 확인하세요.,https://www.cjlogistics.com/notice,official,CJ대한통운,CJ대한통운,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
156,"[신한은행] 6,100원이 입금되었습니다.",https://www.shinhan.com/service,official,신한은행,신한은행,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
157,[NH농협카드] 카드 이용내역을 안내드립니다.,,unknown,NH농협카드,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
158,[홈택스] 신청하신 민원의 처리 상태를 확인하세요.,https://www.hometax.go.kr/mypage,official,홈택스,국세청,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
159,[쿠팡] 주문 상품이 배송 완료되었습니다.,https://www.coupang.com/event,official,쿠팡,쿠팡,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
160,LINE 채널/대화방 안내입니다.,https://www.line.me/guide,messenger,LINE,LY Corporation,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
161,[Microsoft] 보안 알림입니다. 계정 설정을 확인하세요.,https://www.microsoft.com/main,official,Microsoft,Microsoft,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
162,롯데택배 배송 예정입니다. 오늘 상품을 받아보실 수 있습니다.,https://www.lotteglogis.com/notice,official,롯데택배,롯데글로벌로지스,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
163,"[토스뱅크] 35,000원이 출금되었습니다.",,unknown,토스뱅크,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
164,[신한카드] 카드 이용내역을 안내드립니다.,https://www.shinhancard.com/customer,official,신한카드,신한카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
165,[국민연금공단] 전자문서 안내가 도착했습니다.,https://www.nps.or.kr/mypage,official,국민연금공단,국민연금공단,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
166,[11번가] 결제/주문 내역을 확인하세요.,https://www.11st.co.kr/event,official,11번가,11번가,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
167,LINE 채널/대화방 안내입니다.,https://www.line.me/guide,messenger,LINE,LY Corporation,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
168,[NAVER] 새로운 환경에서 로그인되었습니다.,https://www.naver.com/main,official,NAVER,NAVER,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
169,CJ대한통운 등기/택배 접수 및 배송 정보를 안내드립니다.,https://www.cjlogistics.com/notice,official,CJ대한통운,CJ대한통운,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
170,"[하나은행] 125,000원이 입금되었습니다.",https://www.kebhana.com/service,official,하나은행,하나은행,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
171,"[BC카드] 정기결제 승인 알림입니다. 125,000원",https://www.bccard.com/customer,official,BC카드,BC카드,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
172,[고용24] 전자문서 안내가 도착했습니다.,https://www.work24.go.kr/mypage,official,고용24,고용노동부/한국고용정보원,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
173,[롯데ON] 주문이 정상적으로 완료되었습니다.,https://www.lotteon.com/event,official,롯데ON,롯데쇼핑,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
174,지인과 공유한 카카오톡 채널 링크입니다.,https://www.pf.kakao.com/guide,messenger,카카오톡 채널,Kakao,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
175,[Google] 비밀번호가 변경되었습니다.,https://www.google.com/main,official,Google,Google,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
176,로젠택배 배송 예정입니다. 오늘 상품을 받아보실 수 있습니다.,https://www.ilogen.com/notice,official,로젠택배,로젠,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
177,"[IBK기업은행] 50,000원이 입금되었습니다.",https://www.ibk.co.kr/service,official,IBK기업은행,IBK기업은행,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
178,"[NH농협카드] 89,700원 승인되었습니다. 가맹점: 카페",,unknown,NH농협카드,unknown,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
179,[고용24] 공식 홈페이지에서 처리 결과를 확인할 수 있습니다.,https://www.work24.go.kr/mypage,official,고용24,고용노동부/한국고용정보원,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
180,[11번가] 주문 상품이 배송 완료되었습니다.,https://www.11st.co.kr/event,official,11번가,11번가,True,False,False,NORMAL,synthetic,정상 공식 서비스/알림 패턴. 공식 도메인 자체만으로 안전 판정하지 않음.
181,[국민연금공단] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.line.me/notice,messenger,국민연금공단,LY Corporation,False,True,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
182,[롯데택배] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-1.example/r/0001,shortener,롯데택배,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
183,[우체국] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-brand-2.example/check,unknown,우체국,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
184,고용24 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-24-3.example/check,unknown,고용24,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
185,[신한카드] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.line.me/event,messenger,신한카드,LY Corporation,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
186,[NH농협카드] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-5.example/r/0005,shortener,NH농협카드,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
187,[CJ대한통운] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-cj-6.example/check,unknown,CJ대한통운,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
188,국세청 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-brand-7.example/check,unknown,국세청,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
189,[CJ대한통운] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.open.kakao.com/service,messenger,CJ대한통운,Kakao,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
190,[정부24] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-9.example/r/0009,shortener,정부24,unknown,True,True,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
191,[롯데ON] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-on-10.example/check,unknown,롯데ON,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
192,롯데택배 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-brand-11.example/check,unknown,롯데택배,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
193,[우리카드] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.pf.kakao.com/guide,messenger,우리카드,Kakao,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
194,[CJ대한통운] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-13.example/r/0013,shortener,CJ대한통운,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
195,[우체국] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-brand-14.example/check,unknown,우체국,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
196,병무청 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-brand-15.example/check,unknown,병무청,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
197,[롯데ON] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.pf.kakao.com/customer,messenger,롯데ON,Kakao,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
198,[KB국민카드] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-17.example/r/0017,shortener,KB국민카드,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
199,[KB국민카드] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-kb-18.example/check,unknown,KB국민카드,unknown,True,True,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
200,국세청 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-brand-19.example/check,unknown,국세청,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
201,[경찰청] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.line.me/main,messenger,경찰청,LY Corporation,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
202,[옥션] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-21.example/r/0021,shortener,옥션,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
203,[케이뱅크] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-brand-22.example/check,unknown,케이뱅크,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
204,롯데택배 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-brand-23.example/check,unknown,롯데택배,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
205,[11번가] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.pf.kakao.com/mypage,messenger,11번가,Kakao,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
206,[KB국민은행] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-25.example/r/0025,shortener,KB국민은행,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
207,[BC카드] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-bc-26.example/check,unknown,BC카드,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
208,우리카드 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-brand-27.example/check,unknown,우리카드,unknown,False,True,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
209,[경찰청] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.line.me/notice,messenger,경찰청,LY Corporation,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
210,[우체국] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-29.example/r/0029,shortener,우체국,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
211,[G마켓] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-g-30.example/check,unknown,G마켓,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
212,롯데ON 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-on-31.example/check,unknown,롯데ON,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
213,[컬리] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.pf.kakao.com/event,messenger,컬리,Kakao,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
214,[국민연금공단] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-33.example/r/0033,shortener,국민연금공단,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
215,[BC카드] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-bc-34.example/check,unknown,BC카드,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
216,CJ대한통운 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-cj-35.example/check,unknown,CJ대한통운,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
217,[SSG.COM] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.pf.kakao.com/service,messenger,SSG.COM,Kakao,False,True,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
218,[경찰청] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-37.example/r/0037,shortener,경찰청,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
219,[11번가] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-11-38.example/check,unknown,11번가,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
220,IBK기업은행 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-ibk-39.example/check,unknown,IBK기업은행,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
221,[NH농협카드] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.pf.kakao.com/guide,messenger,NH농협카드,Kakao,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
222,[정부24] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-41.example/r/0041,shortener,정부24,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
223,[한진택배] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-brand-42.example/check,unknown,한진택배,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
224,G마켓 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-g-43.example/check,unknown,G마켓,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
225,[케이뱅크] 상담 담당자가 메신저로 안내드립니다. 링크의 소유 기관을 확인하세요.,https://www.open.kakao.com/customer,messenger,케이뱅크,Kakao,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
226,[11번가] 이벤트/배송 안내입니다. 단축 링크에서 내용을 확인하세요.,https://short-link-45.example/r/0045,shortener,11번가,unknown,True,True,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
227,[롯데카드] 안내 메시지입니다. 링크를 열기 전 발신자와 도메인을 확인하세요.,https://notice-brand-46.example/check,unknown,롯데카드,unknown,True,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
228,SSG.COM 관련 고객 안내입니다. 외부 페이지에서 상세 내용을 확인할 수 있습니다.,https://notice-ssg-com-47.example/check,unknown,SSG.COM,unknown,False,False,False,CAUTION,synthetic,추가 확인이 필요한 패턴: 메신저/단축/미확인 도메인 또는 브랜드-도메인 불일치.
