id,incident_id,source_case_type,theme,text,label,source,data_origin,review_reason
inc-MOB-MAL-002:sms-1,inc-MOB-MAL-002,malicious,통신사 요금/데이터 사칭,"[통신지원센터] 고객님, 7월분 요금 미납으로 인해 08월 01일부로 회선 정지 예정입니다. 상세 명세 확인 및 납부: https://mobile-verify.telecom-check.example/pay",,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-003:sms-1,inc-MOB-MAL-003,malicious,모바일 금융앱 업데이트 사칭,[보안통지] 고객님의 금융앱 최신 보안 버전(v4.2.1) 업데이트가 필요합니다. 2025-07-30까지 업데이트 미완료 시 타인 명의 도용 방지를 위해 앱 이용이 제한됩니다. 업데이트 확인: https://k-bank.update-verify.example/auth,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-004:sms-1,inc-MOB-MAL-004,malicious,모바일 금융앱 업데이트 사칭,"[금융안내] 고객님, 보안 정책 강화로 인해 사용 중이신 금융 앱의 필수 업데이트가 필요합니다. 미업데이트 시 금일 24시부터 앱 이용이 제한됩니다. 업데이트 확인: https://safety-update.bank-portal.example/install",,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-011:sms-1,inc-MOB-MAL-011,malicious,택배/배송 실패 사칭,"고객님, 주소지 불명으로 택배 반송 예정입니다. 오늘 중 확인 바랍니다. 확인: http://parcel-check.verify-logistics.example/status",,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-012:sms-1,inc-MOB-MAL-012,malicious,결제/승인 확인 사칭,"[카드결제승인] 05/21 17:55 해외발송 978,000원 승인완료. 본인 요청 아닐 시 즉시 신고 및 취소: https://k-card-security.refund-check.example/v",,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-014:sms-1,inc-MOB-MAL-014,malicious,공공기관 과태료/세금 사칭,[법무부] 미납 과태료 알림: 귀하의 자동차 손해배상보장법 위반 과태료가 미납되었습니다. 기한 내 납부하지 않을 경우 가산금 부과 및 압류 조치가 진행됩니다. 감경 기간 내 납부 및 이의 신청은 아래 링크에서 확인하십시오. https://k-gov.refund-check.example/v/39102,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-022:sms-1,inc-MOB-MAL-022,malicious,인증서 갱신/만료 사칭,"[금융안내] 고객님, 금일 공동인증서 만료 예정입니다. 즉시 갱신하지 않을 경우 모든 금융거래가 중지됩니다. 갱신하기: https://cert-renew.support-service.example/auth",,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-023:sms-1,inc-MOB-MAL-023,malicious,인증서 갱신/만료 사칭,[안내] 고객님의 공동인증서 만료가 금일(19일) 24시부로 종료됩니다. 갱신하지 않을 경우 모든 금융거래가 제한됩니다. 즉시 갱신바랍니다. https://cert-update.refund-check.example,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-024:sms-1,inc-MOB-MAL-024,malicious,정부지원금/환급금 사칭,[정부지원센터] 2025년 상반기 미수령 소상공인 지원금 142만원이 확인되었습니다. 금일 24시까지 신청하지 않을 시 국고 환수 예정입니다. 확인: http://refund-check.gov-support.example/n7v8,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-031:sms-1,inc-MOB-MAL-031,malicious,공공기관 과태료/세금 사칭,[법규위반] 도로교통법 위반 과태료 고지서가 발송되었습니다. 납부 기한이 경과할 경우 가산금이 부과되오니 즉시 확인 바랍니다. 고지 확인: http://k-gov.refund-check.example/status,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-034:sms-1,inc-MOB-MAL-034,malicious,통신사 요금/데이터 사칭,[통신사알림] 7월 요금 미납으로 익일 회선 정지 예정입니다. 납부 내역 확인 및 정지 해제: https://mobile-verify.fee-check.example/u/5912,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-034:sms-2,inc-MOB-MAL-034,malicious,통신사 요금/데이터 사칭,[통신사알림] 고객님의 데이터 사용량이 한도를 초과하여 과도한 요금이 발생할 수 있습니다. 요금제 변경 및 잔여량 확인: https://mobile-verify.fee-check.example/v/3301,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-041:sms-1,inc-MOB-MAL-041,malicious,택배/배송 실패 사칭,[배송알림] 고객님의 물품이 주소지 불분명으로 보관 중입니다. 오늘 중 미확인 시 자동 반송 처리 예정입니다. 확인: https://k-delivery.check-parcel.example/v/3921,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-042:sms-1,inc-MOB-MAL-042,malicious,결제/승인 확인 사칭,"[결제안내] 2025-04-27 09:31 (주)결제중개 승인 48,200원. 본인요청 아닐 시 즉시 확인 및 신고: https://k-pay.security-check.example/v/39281",,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-043:sms-1,inc-MOB-MAL-043,malicious,채용/면접 결과 사칭,[안내] 귀하의 채용 면접 결과가 발표되었습니다. 15시까지 서류를 보완하지 않으시면 합격이 취소될 수 있으니 확인 바랍니다. 확인: https://recruit-results.check-status.example/apply/v2,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-051:sms-1,inc-MOB-MAL-051,malicious,채용/면접 결과 사칭,[채용안내] 귀하의 지원 결과가 발표되었습니다. 합격 여부 및 필수 서류 제출 안내는 아래 링크에서 확인 바랍니다. *금일 18시까지 미제출 시 합격이 취소될 수 있습니다. 확인: http://hr-result.portal-check.example/auth,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-053:sms-1,inc-MOB-MAL-053,malicious,인증서 갱신/만료 사칭,[금융기관 알림] 고객님의 공동인증서가 오늘 만료 예정입니다. 만료 시 모든 금융거래가 제한되오니 즉시 갱신해 주시기 바랍니다. 확인: http://cert-renew.gov-auth.example/renew,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-054:sms-1,inc-MOB-MAL-054,malicious,채용/면접 결과 사칭,[합격안내] 2026년 하반기 신입 사원 채용 서류 전형에 합격하셨습니다. 면접 일정을 확인하시고 기한 내 증빙 서류를 제출해 주시기 바랍니다. 미제출 시 합격이 취소될 수 있습니다. 확인: https://recruit-gate.check-result.example/l/2026,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-061:sms-1,inc-MOB-MAL-061,malicious,택배/배송 실패 사칭,[배송알림] 주소지 불명으로 택배가 반송 처리될 예정입니다. 오늘 중 주소 확인 부탁드립니다. 확인하기: https://k-gov.refund-check.example/delivery,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-064:sms-1,inc-MOB-MAL-064,malicious,결제/승인 확인 사칭,[국제발송] 11/23 16:10 해외결제 $649.00 승인완료. 본인 미요청 시 즉시 신고 및 취소: https://pay-check.refund-verify.example/n,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-064:sms-2,inc-MOB-MAL-064,malicious,결제/승인 확인 사칭,[국제발송] 11/23 16:10 해외결제 $649.00 승인완료. 본인 미요청 시 즉시 신고 및 취소: https://pay-check.refund-verify.example/i,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-071:sms-1,inc-MOB-MAL-071,malicious,정부지원금/환급금 사칭,[민원안내] 2025년 하반기 미수령 정부지원금(환급금)이 발생하였습니다. 기한 내 신청하지 않을 경우 국고로 환수됩니다. 즉시 확인 및 신청 바랍니다. https://gov-refund.portal.example/apply,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-073:sms-1,inc-MOB-MAL-073,malicious,인증서 갱신/만료 사칭,[공지] 회원님의 금융인증서 만료가 오늘(11일) 24시 예정입니다. 만료 시 모든 비대면 금융거래가 제한됩니다. 즉시 갱신바랍니다. https://cert-renew.update-service.example,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-081:sms-1,inc-MOB-MAL-081,malicious,인증서 갱신/만료 사칭,고객님의 공동인증서 만료가 금일 24시 예정입니다. 갱신하지 않을 경우 모든 금융거래가 제한되오니 아래 링크에서 즉시 갱신하시기 바랍니다. https://k-cert-update.example/auth,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-082:sms-1,inc-MOB-MAL-082,malicious,결제/승인 확인 사칭,"[결제알림] 05/30 17:01 (398,000원) 승인 완료. 본인 요청 아닐 시 즉시 신고 및 취소 접수: https://k-card-safety.verify-service.example/refund",,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-084:sms-1,inc-MOB-MAL-084,malicious,택배/배송 실패 사칭,"고객님, 배송지 주소 불일치로 인해 물품이 반송 예정입니다. 오늘 중 미확인 시 자동 반송 처리됩니다. 확인: https://parcel-check.delivery-alert.example/v",,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-092:sms-1,inc-MOB-MAL-092,malicious,채용/면접 결과 사칭,[채용안내] 귀하의 면접 합격을 축하드립니다. 입사 서류 제출 기한이 오늘 18시까지입니다. 기한 내 미제출 시 합격이 취소될 수 있으니 주의 바랍니다. 상세안내: https://recruit-notice.k-jobs.example/auth/login,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-093:sms-1,inc-MOB-MAL-093,malicious,공공기관 과태료/세금 사칭,[법행심의처] 귀하의 자동차 과태료 미납으로 인해 체납 처분 절차가 진행 중입니다. 감경 기간 내 납부 확인 및 이의 신청: http://gov-check.fine-appeal.example/v,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-093:sms-2,inc-MOB-MAL-093,malicious,공공기관 과태료/세금 사칭,[행정안전부] 2025년 상반기 주민세(재산분) 체납 안내. 미납 시 가산금 부과 대상입니다. 고지서 확인: http://k-gov.tax-bill.example/v,,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
inc-MOB-MAL-094:sms-1,inc-MOB-MAL-094,malicious,통신사 요금/데이터 사칭,"[통신보안알림] 고객님, 7월분 통신요금이 미납되어 08/16일자로 회선 정지 예정입니다. 미납 내역 확인 및 납부: https://mobile-pay.verify-info.example",,KR-MOB-SMISHING-v1,synthetic,일반 인증서·배송·결제·요금·채용 안내와 겹치며 가상 링크도 공식 여부 확인 불가; 사건 후속 로그 없이 수신 문자만으로 확정 학습하기 어려워 보류
